"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Rwanda","RWA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","4009798.89483239","4033977.42166306","5743792.87424725","10127959.9035952","19555242.0154679","22556139.5077873","22609077.3283381","17805494.1302683","21380207.3094386","26045815.3805232","33645041.142431","35199812.7411912","32806726.1944161","33138288.9773192","30846757.5102952","27771508.6153719","19912111.4602845","21228946.5533556","","10626195.553328","12825942.0862891","34366705.0187337","31875870.8695104","36154206.9950669","40758977.3656063","45110575.1727944","33250000","48470000","64940000","82064107.3078432","170823044.256801","202779340.078068","350746773.788219","264819133.829689","259195133.060107","368010727.346701","359049107.823463","392803763.944749","325296634.001476","469433835.037565","",
"South Asia","SAS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","1080107567.39492","1402098185.61978","1751192440.57215","2133093172.42284","2915569029.71185","4035862130.21066","3880769472.53331","4214648260.18782","4499399195.20823","4477577081.73259","4676351698.61816","4550948963.60426","4885345613.76514","5271808473.29333","5971521776.66427","6886600351.23676","7423654462.89413","7623104149.69412","7941961406.14792","9441694054.69247","10392648390.6605","10766708018.5335","12724502861.8712","14378529679.6497","17406670698.0719","19430253572.6476","20503515096.3971","22965757058.2236","27988751837.3426","42748251786.0443","57227499935.1839","75485336139.3579","94077705377.1507","114563338967.958","101783519404.251","127717224443.47","151510411977.321","157788695823.688","162797896274.335","172767425595.359","171790679533.193","",
"Saudi Arabia","SAU","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","144868444.991656","207491244.299443","345330973.072874","633802817.079944","824422815.425071","1045325779.33296","1350329710.61536","1559024521.75717","4010906015.668","5104093346.12319","6914986660.8418","4565116724.05999","4150795847.7004","4112025499.29842","3561434632.53893","2603709949.40978","2512000000","2290666666.66667","2506666666.66667","3026666666.66667","2904000000","3461866666.66667","3278666666.66667","3342133333.33333","3475466666.66667","2768533333.33333","4250933333.33333","4723200000","5372533333.33333","4778933333.33333","5007746133.33333","5176933333.33333","5712800000","5851733333.33333","11179094851.5512","13973212693.0841","16159684994.9385","9131781600","9428013733.33334","10351173333.3334","11116477866.6666","10574654800","11308383866.6666","11961616826.6666","13807426722.2666","",
"Sudan","SDN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","103385622.685268","129521978.428091","159910000.371039","250400000.5008","337520083.991706","392244337.79433","227538461.538461","230230769.230769","315051460.890805","178800000","143537777.777777","112466666.666667","162822222.222222","134100000","37100000","135000000","38500000","44000000","81800000","37000000","29700000","13600000","81500000","24200000","13500000","130430000","31040000","34880000","133794158.687416","246480449.679416","467716150.8792","381587678.906247","283334089.568982","212274601.03537","300212160.020765","860612710.060906","1019062930.11723","1524861877.06537","1638909720.29008","",
"Senegal","SEN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","70293609.8665883","79043305.2468094","93199221.3211758","101432887.465228","134895676.843669","155978485.946051","191452504.340061","235195445.356711","207056315.700499","199834130.573312","180704418.040182","206293435.453956","237506779.860764","256411397.615763","277221735.041069","272344011.549125","356381009.564312","296447897.547504","335900091.15462","267796684.625114","309435423.266916","364019979.972701","314870950.59678","328382829.524163","366318077.708121","351109801.482061","327953343.932226","344584899.106643","386683732.383743","486066495.941404","589371480.148395","674637899.616133","709518105.584596","1087870094.3661","1168588339.4662","904748842.48971","936324480.646663","1028639047.18887","1080134338.06168","1176512177.0366","1162231616.72251","","",
"Singapore","SGP","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","896711111.429942","1293254297.04334","1844581840.69863","2339644921.41217","2324713913.98081","2553086825.41396","3081320567.08601","3545547564.65702","4774406975.92752","7086220976.27","8023738043.56792","7732897947.39022","6044302067.59297","4597413813.39112","4717057675.7409","5704318647.66261","7467110575.5494","9569655302.07536","12718772988.0829","13729674973.228","16102048333.2992","18497505607.4193","22939300018.0585","25869582855.631","27014820492.7871","26227604394.963","22669790999.6504","23985273959.8063","25846605399.5735","25940010241.5413","27872291509.4015","31063894921.1239","40282072343.283","46243099980.6236","59012985650.751","73994875373.3712","89420596725.3552","81593399436.5876","100574302809.542","118649278226.778","127475180793.128","139954926876.049","150449311392.605","139335115378.321","",
"Solomon Islands","SLB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","2487345.08640251","3055176.48736175","3326618.49230257","5265216.18863209","5773909.93354231","11689180.0689352","12986023.6529704","8443994.44166121","11753865.5724452","7851049.02757777","8103910.13755306","13436692.5077459","16522806.2147715","16998663.4760826","19840909.3386727","18862825.9966914","23685422.230408","29233974.2495134","36169901.2882717","42171038.8061666","35350421.3276961","46518040.1109441","64219463.582291","51997143.3411798","50763292.3798222","44842425.1525001","46513963.6013046","15488982.6484287","23565611.5905517","26362378.5250402","36524579.9886501","46688212.3452088","51045031.8771276","44314865.5750441","55144036.6003067","89101018.20422","108447044.053961","114583504.898255","123240488.805098","109696275.685854","99323520.8953494","",
"Sierra Leone","SLE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","8460556.65905892","10505773.4083799","23652459.215602","36578477.7965557","26744923.5522115","22120849.7649152","17079236.6362719","22789298.5953886","17961735.6140484","14584766.0555395","25503396.1199999","14682868.1930138","13368385.3124424","45228712.1358022","50745542.6296439","35857629.0665813","44945482.8054265","85958559.2788054","71034527.6571046","46440958.6932144","19724243.6823886","13117398.2392119","17923894.0358443","39051012.726295","46683838.322386","38335972.3408979","66063278.4254883","61469191.751122","78151172.5525841","40023538.6641275","43355388.0737556","58897685.1424644","100483761.154954","56480718.8949418","156700155.282911","175825092.789789","219037470.383867","202491457.745391","","",
"El Salvador","SLV","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","99200000","104560000","109360000","120720000","121960000","110360000","109680000","127440000","153680000","195640000","190534093.133972","241660000","278660000","320420000","301080554.879533","283970893.970894","337645768.962423","361275149.597674","446570242.016326","415896435.200609","531467732.724158","760485367.594574","928954882.924049","1020700000","1148700000","1194300000","1246700000","1421491937.15393","1396869172.75003","1447740000","1477170000","1516060000","1506370000","1263085503.25538","1465781214.65485","1578363354.81226","1805244482.51286","2018717046.34977","2164651923.51695","2263422748.77178","",
"San Marino","SMR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3130585052.46926","4001706401.37752","3481160090.74128","3511861565.98326","4200087855.75431","3966785758.95321","4544165074.71606","5033471920.93769","4730351267.41649","",
"Sub-Saharan Africa (excluding high income)","SSA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","3806988869.99236","4191278825.55854","5345914064.91701","6432843408.87713","7908935132.74096","7882193159.93939","6754349310.14928","6265495479.0874","6029387677.55812","5845089546.85869","5812872815.07932","6646247128.86549","7227273697.5364","8489115275.83454","10007787242.192","9597131470.07112","10297599888.4997","10630922426.9658","10690562004.4496","12721127288.9481","14119018049.369","15100707910.2895","15916360629.9735","16419569980.3809","16201968356.2859","16842273586.5539","18500344057.6165","24729607022.706","28982256218.056","30381225940.9744","36203204409.6131","40715826968.6012","42849771325.8531","40110937034.2886","46988221446.044","53715731840.353","58408971411.4008","57886575050.8911","58697736600.6885","63282965177.1398","",
"South Sudan","SSD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29304955.2","","",
"Sub-Saharan Africa","SSF","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","3837005282.10356","4241279184.02353","5413638137.49422","6524007926.04915","8007553965.29091","7973810952.13613","6832657984.78973","6345164710.24863","6131301864.09945","5966549455.19352","5947231277.47036","6800980811.14655","7403579911.95816","8645521318.49637","10196318555.2069","9779165991.09197","10509511174.8667","10918405402.4229","10965924251.041","13022231784.917","14374359501.7929","15381625809.3255","16186970532.8039","16718582359.4236","16515951440.6596","17163914325.2714","18840646834.7451","25081583332.7696","29328102564.5318","30772030637.1312","36663217354.9434","41228041567.7062","43370963868.8113","40579632505.4177","47481513114.4549","54236466873.9144","59163212897.8296","58816146273.4805","59634462977.9624","64215190940.7113","",
"Small states","SST","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","516666.622937266","612725.573293149","511110.382109944","489567.073966677","723388.868905235","1370465.97407822","1072720.72276526","994805.54160686","1148819.6596155","1129084.11356215","1096047.56849995","1170288.42587395","3016402.68249786","1647260.6195686","1459290.42967996","2418340.88981309","2890000","","","","","","","6604310","6172364.3","11951327.5","12986809.1","7529946.8542","8319141.04","8923123.25128386","9321531.52381796","8860492.1664158","8135037.26385931","6428170","9368286.9680804","10072695.1849516","13020548.0982258","18003486.601998","17423692.8117636","36032488.4417055","69585523.7410852","77523030.2485959","",
"Suriname","SUR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182600000","213600000","218700000","232100000","256500000","207300000","191411641.596372","160122580.63","164940583.230785","197659069.949443","167367890.496528","",
"Slovak Republic","SVK","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1938603829.80682","2220957991.46458","2378128583.87579","2060000723.42199","2150926568.31358","2274835641.61687","1886250575.41533","2218400745.84244","2764101475.92033","4917655695.90915","7035155980.45104","5843381639.23577","6401875432.38998","7390231861.67352","8688552305.58614","9434126723.70072","6590599790.73778","6402264547.1993","7260854369.65884","7761004548.58445","9195094119.96352","9046741981.83328","8015958343.67616","",
"Slovenia","SVN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421000000","1693400000","2075800000","2310100000","2455200000","2302000000","2294100000","2110900000","1884000000","1957800000","2311000000","2786200000","3454400000","3969700000","4349525356.10843","5450566893.60484","7433863267.33574","6139229661.8144","6148965591.10937","6821513328.60223","6543738661.50236","7053965251.00398","7355133924.3464","6657835584.273","",
"Sweden","SWE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","1183017893.15783","1305135322.8309","1432046055.34978","1788310722.25961","2189472736.26415","2313966530.24361","2340538892.80108","2446809014.9691","2986723802.41868","4375441419.77028","4840712639.40965","4564766320.22345","6424983251.18689","6190689079.22518","6197005221.06056","5955224292.16722","6473151719.86079","8631265845.36213","10013932923.8892","10892735356.9824","13237227737.2919","14177490234.3225","15433619676.7471","11935507258.1468","12909254507.7834","14765152953.1092","16140103982.443","17021597292.0177","16477295966.6946","18629317997.515","19786458526.8338","21003750868.4537","21926492754.3386","26177793403.6141","33664510128.7401","37700179314.6342","42948397604.9335","53245161706.1792","59079494026.2197","49830657642.211","53523507242.2911","64779050535.6596","64493100015.4289","73859473983.0974","76423185697.4005","72295073009.7613","",
"Swaziland","SWZ","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","20309738.1184192","21365563.6291043","22079999.9808","24609999.9786","12534999.9891","22214353.5927329","31972675.5608058","37994470.0777379","29102541.1834963","37160039.5021003","39517988.9952091","23617628.3530643","25268796.4235291","48378382.803163","60744215.6089762","87429735.451652","101842800.709228","85466525.9124729","94424495.9045025","86481440.7116393","109579864.434243","149348857.277952","98009950.730915","89697577.779329","86739571.5457825","51371767.4746409","270559286.168702","111744080.955437","89848023.1001978","200012768.844616","175167015.608096","193290035.609106","268074668.78271","485854771.186447","252280235.614822","201576674.07322","250354382.058835","295779908.815902","225097067.242611","213567894.917951","269276712.108741","238322527.269272","",
"Sint Maarten (Dutch part)","SXM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","899240223.463687","1039374301.67598","1062675977.65364","1113363128.49162","1122603351.9553","",
"Seychelles","SYC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","31500697.5482216","44155838.4978932","59374610.4585482","79527403.9639005","86524470.9253461","80655017.2886132","68947269.6025698","69835401.5165106","88319962.0266833","104635507.165023","115730640.210517","133287331.077061","151921835.815809","134461598.205346","162115015.521785","156551382.803","182468262.775848","248864557.466902","238218700.08884","261089148.935053","223447429.401172","245561699.115162","237367826.776866","261555302.522188","274004021.974952","280854678.167","297614239.813766","311636006.212568","309142760.52048","347911622.589274","409569382.710371","456088432.304703","464360174.374025","417895763.865888","440454309.100549","465499640.663546","671684669.742848","817900669.885939","824873850.022904","839204241.226591","",
"Syrian Arab Republic","SYR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","252000000","181700000","234600000","251700000","348400000","384100000","384300000","369800000","464800000","423100000","470000000","528000000","756100000","739600000","865700000","1084700000","1383000000","1616000000","1632000000","1540000000","1344000000","1422000000","1415000000","1480000000","1566000000","1347000000","1203000000","2343100000","2560000000","2649000000","3561348442.12","4145315151.32007","4583415719.05055","7040371020.10109","","","","","","",
"Turks and Caicos Islands","TCA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","20372054.6454039","18984660.9592075","2938111.92634966","378645.249621874","3205370.56651065","2358445.68882843","4416557.3441219","20544371.3367111","14058581.5529477","14339923.0247849","18067685.1981365","19150693.6741463","28366033.1550187","23469799.5580332","18407915.0061483","13918073.735391","15704758.7567965","23405781.8705098","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","8343244163.57652","8748432545.76267","9154568654.54729","10175193668.2811","11546313960.9807","13189361663.6647","15962337910.4996","18369609694.6678","22770351305.7042","26131185285.2381","33179443743.4818","39142096958.3508","51282413806.6321","62711316079.6283","75846011593.1026","115401846789.544","103522681036.669","106984297592.37","122056514414.237","132397740697.756","149296199242.929","102876483255.382","140785291711.872","146386426169.295","167659800040.328","218174721533.28","246327761678.809","215612072741.255","231775959020.412","335996751736.578","351443724007.841","372467651403.508","446431655921.893","454825987456.841","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36719950022.7664","48074679592.4592","52084361135.0586","59974679421.6632","64561579275.1637","52879807116.7294","60742244673.2584","58747092579.6891","62962830227.051","78069904173.0625","99434171844.8512","123655214200.786","142348759481.851","176647259058.848","220025284642.939","184890085993.174","195883272677.407","227024255332.876","236648300727.008","262193257160.478","265300920259.01","233263359356.781","",
"Togo","TGO","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","10261537.6105481","18640968.3861277","18355266.4892087","21800744.1919648","28853671.219748","34444073.7349823","61293199.7825413","81977996.256706","74974227.658924","57664546.0960993","62804854.9173847","70760340.0202985","81537737.9079436","88139026.374482","79013398.4795508","98395559.1449757","114127868.805441","87371132.1146821","93316075.2617152","54537573.5284932","51651220.2155143","63648402.6622604","101696320.692458","77680964.8537595","64971412.3296113","53824990.6147503","45651802.1277935","53195022.667856","71988305.8852391","71914964.6050749","121818759.249702","145309458.097926","159266734.002641","197453701.024487","253219448.838315","264843987.317106","289123043.797558","464183575.50768","405381977.65797","437001225.78332","439651649.893153","","",
"Thailand","THA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","430339272.277433","407301866.625694","477595629.622595","752978325.383124","950924133.515455","1366098094.13142","1506042244.29803","1613296208.25167","1732860822.40281","1857312778.76537","1897757924.44489","2188369952.52128","2945886773.36007","4517879884.59238","5318057221.83962","6291503714.21668","7132213818.37686","9162021493.11465","10877013164.5482","11424983250.6994","14651520242.7737","16703784698.8061","15618891648.1728","13074217022.6748","14541712768.1601","13785286742.2329","12931731667.7917","15303833123.6788","15694292568.4225","18931861941.2681","19773270000","24425280000","29881290000","32797460000","29940636733.264","34099054271.8881","41252296360.6479","49385511249.2472","58385719110.8251","55182355524.355","61394965083.954","",
"Tajikistan","TJK","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60160300","65947400","80780900","102721800","110257200","116455500","133540900","141726800","384604141","459243911","487640558","363379359","309501017","252390533","",
"Turkmenistan","TKM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","7929626085.01063","10085851914.2281","11376508755.997","14297473582.9397","15856387153.2633","16879491817.1453","15569299053.2671","14738094430.8213","15876796286.7672","16694930295.8683","17226109274.4853","19242761970.6423","21617914516.0876","25314794065.0104","28966914233.1525","30644995835.7613","34671985353.3493","37872063448.7238","42411167257.322","43986365938.4606","46944999079.8644","52940725432.2922","48397342129.3574","49494493011.2698","53740544824.9409","52388547211.9929","51312177721.242","55818193186.131","63805180516.9791","74657561209.4169","83744254273.7328","97860616166.0801","112450880832.967","102133500876.53","112990627330.512","133655004260.904","140166347148.622","147248442339.35","151623601630.477","148634868909.817","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","12079626342.7607","11661144623.3238","10586448025.1121","10932277683.4","11047002585.0197","11672399623.6483","12313390023.6821","11717423624.739","12077079897.1986","12553546266.5764","14103016917.1892","17151727615.0068","15145496210.4863","18888111254.083","20475943584.9648","24447722548.8614","26169610603.6628","27153853201.95","29601447977.9051","32381540573.1057","31988655776.807","31518530235.0755","33880037587.7167","35479822957.3314","35434615548.5907","37099456128.161","49316031212.5012","59477884890.1004","64780669982.6692","72470834943.1508","86686183476.5298","108265640421.077","101702065418.929","110985622466.204","108762109049.643","107752055046.504","101534612022.972","107006822870.101","97401302760.2189","",
"Timor-Leste","TLS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25402461.2759211","31558850.5261217","22676364.1778303","23848016.1999108","30606825.775","25522423.21","30246319.0347977","48878826.0766562","61544636.14527","57155964.1994345","",
"Tonga","TON","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","1023156.91122875","1440428.68692561","1969851.7303903","3460539.67984006","7603070.7018022","4660786.08902194","5366679.71396979","6530624.10212536","5685350.48832614","9158386.56891274","9830862.29814348","7841294.07477806","6031292.82771769","7110552.36598353","9739044.61936518","11532786.7463212","13964039.7743693","10838528.0675983","10094377.4433333","10728393.66","12640536.5166593","13141325.4867956","12258685.5203414","","","","","","","","17760225.2462153","18316467.9664436","21987941.8389068","20047580.3877782","27623520.857195","22433880.9687465","26689710.5436956","31858326.8257287","28462604.2739648","41107123.8599983","49118816.9481524","70124775.1234105","69893538.5127412","","","",
"South Asia (IDA & IBRD)","TSA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","1080107567.39492","1402098185.61978","1751192440.57215","2133093172.42284","2915569029.71185","4035862130.21066","3880769472.53331","4214648260.18782","4499399195.20823","4477577081.73259","4676351698.61816","4550948963.60426","4885345613.76514","5271808473.29333","5971521776.66427","6886600351.23676","7423654462.89413","7623104149.69412","7941961406.14792","9441694054.69247","10392648390.6605","10766708018.5335","12724502861.8712","14378529679.6497","17406670698.0719","19430253572.6476","20503515096.3971","22965757058.2236","27988751837.3426","42748251786.0443","57227499935.1839","75485336139.3579","94077705377.1507","114563338967.958","101783519404.251","127717224443.47","151510411977.321","157788695823.688","162797896274.335","172767425595.359","171790679533.193","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","3837005282.10356","4241279184.02353","5413638137.49422","6524007926.04915","8007553965.29091","7973810952.13613","6832657984.78973","6345164710.24863","6131301864.09945","5966549455.19352","5947231277.47036","6800980811.14655","7403579911.95816","8645521318.49637","10196318555.2069","9779165991.09197","10509511174.8667","10918405402.4229","10965924251.041","13022231784.917","14374359501.7929","15381625809.3255","16186970532.8039","16718582359.4236","16515951440.6596","17163914325.2714","18840646834.7451","25081583332.7696","29328102564.5318","30772030637.1312","36663217354.9434","41228041567.7062","43370963868.8113","40579632505.4177","47481513114.4549","54236466873.9144","59163212897.8296","58816146273.4805","59634462977.9624","64215190940.7113","",
"Trinidad and Tobago","TTO","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","204581294.117935","221571149.660822","245458333.435608","243875000.101615","284000000.118334","383416666.826423","386958333.494565","434750000.181146","230250000.095938","248500000","245591836.734694","258055555.555555","195944444.444444","259902439.02439","267505882.352941","321858823.529413","397082352.941177","444235294.117647","343163301.728182","317303371.418646","330727559.439036","447272365.456998","535360237.930774","573916087.774374","605200000","543200028.821036","566700030.241207","598800000","671900000","837600000","882900000","801500000","909900000","918300000","758400000","868800000","5798333600","","","","","",
"Tunisia","TUN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","480438459.519418","498892645.993455","665592056.144232","934895595.37447","990235522.926012","929518282.577307","926039574.099739","920787704.430662","831581206.195871","883167980.755163","874023309.38725","1159700119.16794","1767303143.19993","1328318051.94064","1574573055.02846","1307563010.06268","1887084008.59307","1952693671.18034","2173882598.14724","2401268834.25853","2527202527.20253","2518291901.83032","2504555533.60117","2650424666.48401","2571709974.3437","2727438595.27182","2487808309.10625","2710991818.38761","3368215394.49737","3756262364.15487","4019984598.33587","4619941078.15274","5648701109.85614","5075780859.45456","5297610730.75311","4286455065.29178","4754427056.93416","4576900784.26747","4555288850.92848","3124195501.17887","",
"Turkey","TUR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","437000000","487000000","501000000","458000000","386000000","552000000","596000000","1144000000","1907000000","1917000000","2192000000","2835000000","2983000000","3801000000","5553000000","6291000000","7882000000","8163000000","9262000000","10518000000","10723000000","14475000000","12852000000","19153000000","23093000000","16126000000","19169000000","15003000000","13978000000","17926000000","22831000000","27502000000","25756000000","29601000000","36649000000","35355000000","35970000000","40753000000","42815000000","47400000000","51030000000","45869000000","",
"Tuvalu","TUV","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997226.710276553","1326660.60446279","1631797.38924075","2184389.32428352","1918447.96050149","2061281.01298683","2274363.35770833","2699714.74408208","2271530.76295089","3185759.09246395","3393628.65071469","3568736.56028274","3254374.07621788","","","",
"Tanzania","TZA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","107081782.6744","82034372.0081","94527395.4518","139960141.8027","165068610.8521","184825069.1048","114515432.5717","106346858.2901","105805228.1419","105595512.9077","100740055.0806","105337116.9003","117391001.1143","117264343.4583","130618954.992","142308667.7802","169901332.3175","310950109.8454","410502993.9561","566274642.8741","601893179.6108","469677229.6396","533730054.1265","575600714.9023","575401066.343","854215038.68","860218015.307184","899801870.184778","1074359454.42316","1215306309.39526","1467030461.90089","1836304610.74526","1965677492.51484","1794846274.58302","2001432118.42513","2256435000","2753502284.64072","3169475795.0624","3380034214.12878","3709986447.77218","",
"Uganda","UGA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","4000000","2300000","","","16800000","23100000","11800000","","","","","20800000","34500000","93620000","64100000","104000000","144700000","164620000","176280000","187600000","204800000","208475216.906899","215943015.101028","249137837.014881","350391153.00508","483531290.155433","458409057.165731","502638924.756012","686700738.095476","856776395.41052","1033477747.3786","1614437980.92035","1942058938.82396","2272436599.7233","1827507213.35501","1919200399.32128","",
"Ukraine","UKR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2822000000","2895000000","4846000000","4969000000","4491000000","4444000000","4716000000","4775000000","5407000000","5680000000","8479000000","10001000000","11713000000","14734000000","18699000000","14411000000","17729000000","20618000000","21373000000","21851000000","14582000000","12202000000","",
"Upper middle income","UMC","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","33253020771.0648","32965836476.9453","35099900497.9103","35833667350.8372","37127954240.6595","43406312823.1599","51242986756.7274","57700586549.1295","67412402023.4462","71231088928.6593","83355032139.2171","95018150713.683","110419846160.555","128376028693.373","142236312788.004","194955445067.795","191089655299.505","188622236827.896","211940378680.074","219342374234.122","237448158559.807","213388277362.312","266330126585.933","300413243697.993","346615876472.825","429582486584.183","502975907906.114","443427305321.388","465968842411.144","603096030402.423","627230463494.947","670997968734.998","756206247318.218","732125374597.863","",
"Uruguay","URY","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","209900000","386200000","449000000","456300000","257600000","254900000","343600000","375500000","405900000","394130000","338670000","425490000","459890000","590120000","821840000","1019860000","1323900000","1309100000","1388300000","1413200000","1308500000","1234500000","1248578030.6","1099370494.19685","744738395.79098","745679758.476909","1085667486.64107","1285207020.08762","1360780950.4943","1803878516.4527","2240797714.28544","2283037530.95769","2653668658.4953","3607165331.62275","3566596832.2021","3447272491.20418","3309735985.76286","2962405302.78305","",
"United States","USA","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","9620000000","10520000000","11630000000","14080000000","16970000000","18830000000","21640000000","23190000000","26870000000","31801300000","38110000000","46020000000","50850000000","51040000000","60414000000","63493000000","74898000000","84322000000","98260000000","115100000000","134280000000","149420000000","160905000000","168259000000","183327000000","200341000000","218553000000","234825000000","240486000000","263128000000","281224000000","266130000000","273018000000","280940000000","325978000000","357422000000","397519000000","467473000000","513735000000","492183000000","543546000000","605588000000","633576000000","678635000000","722933000000","730592000000","",
"Uzbekistan","UZB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
